id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6043774,Private & Cozy Room close to centre.,31365652,Lea,,Oud-Oost,52.35539,4.92071,Private room,48,1,438,2022-03-06,5.22,1,6,35,0363 6CF6 FD25 076A 95BC
6057672,ground floor app. 3p | SUNNY GARDEN,11298369,Maartje,,Bos en Lommer,52.3784,4.85215,Entire home/apt,125,3,24,2019-05-27,0.34,1,0,0,0363 64CA 89BE 60CA 9CCD
6068622,"Stylish large studio apartment Westerpark, Jordaan",31501327,Laurence,,Westerpark,52.3822,4.87139,Entire home/apt,104,3,345,2022-03-04,4.17,1,107,30,0363 DCE9 B66B 3068 1044
6075433,2 floor apt with rooftop on canal,5720246,Tony,,De Baarsjes - Oud-West,52.37173,4.87109,Entire home/apt,350,5,16,2021-10-20,0.20,1,100,1,0363D80B70DA03E9EE71
6077424,Charming House in Museum Quarter,21168948,Dijana,,Zuid,52.35307,4.88131,Entire home/apt,360,3,13,2018-01-01,0.16,1,0,0,0363 F2D3 F65D F111 4C22
6085243,Loft apartment with city garden (near Jordaan),30836576,Maika,,De Baarsjes - Oud-West,52.36845,4.87291,Entire home/apt,300,4,68,2021-11-22,0.82,1,237,8,0363 B158 A704 C2C8 FC2A
6088524,Amsterdam! Ground flour appt! + Sunny garden!,31318146,Daisy,,Oostelijk Havengebied - Indische Buurt,52.36527,4.94275,Entire home/apt,170,1,79,2022-03-01,0.95,2,298,11,0363 3FDA 7605 4B25 9BEE
6089697,Amsterdam Sunny top floor apartment in center,16442553,Irthe,,Westerpark,52.38991,4.87708,Entire home/apt,205,1,50,2022-01-08,0.60,1,303,1,0363 5FFE 6FFF 15B3 4C74
6091841,"Family home near center, canal view",31614524,Jorrie,,Oud-Oost,52.36008,4.91091,Entire home/apt,121,10,27,2021-10-24,0.32,1,180,2,0363 4F49 A3F6 251B 3958
6120031,downtown houseboat,11342608,Andrea,,Centrum-West,52.38104,4.88799,Entire home/apt,320,3,73,2022-02-21,0.88,1,66,10,0363 901A 1D4D 91F4 DD55
6133157,Room with private garden in CENTER of Amsterdam!,31817443,Gina,,Centrum-West,52.38566,4.88378,Private room,58,1,412,2022-02-22,4.94,2,322,33,0363 BB9D F026 723D 64AD
6142913,"Garden view room, private bathroom, airco, parking",31864995,Yvonne,,Buitenveldert - Zuidas,52.34269,4.87192,Private room,105,2,301,2022-03-06,3.63,2,311,24,0363 0CBA A677 80C6 A53A
6142928,"Quiet garden room, private bath, airco, parking",31864995,Yvonne,,Buitenveldert - Zuidas,52.34269,4.87191,Private room,105,2,264,2022-03-06,3.17,2,318,14,0363 0CBA A677 80C6 A53A
6196535,Cozy apartment next to Rembrandtpark,3727499,Dylan,,De Baarsjes - Oud-West,52.36044,4.84953,Entire home/apt,150,7,10,2021-11-09,0.13,1,0,1,0363 62CA 65F0 FF3A 9B8C
6196745,Nice apartment in hotspot Oud-West,32134447,Alexander,,De Baarsjes - Oud-West,52.36423,4.86834,Entire home/apt,99,4,38,2021-12-08,0.46,1,4,2,0363 243B DD70 BD2C 32E8
6211859,Amazing bright apartment with roof terrace | 2P,13177378,Elsemieke & Stijn,,De Pijp - Rivierenbuurt,52.35048,4.89547,Entire home/apt,175,2,19,2019-09-15,0.28,1,0,0,0363 E68C D8B1 DD25 B9C4
6236389,Spacious apartment near Jordaan,32328970,Louis,,Westerpark,52.37709,4.87519,Entire home/apt,275,2,78,2022-02-28,0.94,1,208,10,0363 57D0 08A6 9245 6EE9
6243633,"Traditional Dutch ""Dyke House"" 1914",19019597,Joris,,Oud-Noord,52.39314,4.92327,Entire home/apt,220,4,32,2021-10-31,0.47,1,57,5,0363 AA1E 4300 1921 8A68
6255736,Spacious family house with garden,6774848,Sanne,,De Baarsjes - Oud-West,52.37047,4.87464,Entire home/apt,149,5,32,2022-02-26,0.38,1,0,2,0363 ED2F 6D67 E588 8896
6258741,"Spacious apartment, old city centre",10484870,Charlotte,,Westerpark,52.37405,4.8718,Entire home/apt,113,3,35,2017-06-20,0.42,1,0,0,0363 60FB A06A DEA2 F422
6259402,Family Loft overlooking canals,32520230,Vanessa,,Centrum-West,52.38753,4.88432,Entire home/apt,250,4,32,2020-08-10,0.40,1,222,0,0363 59CE 1E36 85C2 CB36
6260326,★ 3BED ★ 2BATH ★ CITY CENTER ★ ROOFTOP TERRACE ★,29668117,Joo-Yon,,Centrum-West,52.3728,4.87608,Entire home/apt,350,3,31,2021-08-03,0.38,1,15,2,0363A71745C0124ACD0E
6264293,Modern two bedroom appartment,2957838,Laurence,,De Baarsjes - Oud-West,52.36049,4.86079,Entire home/apt,149,3,30,2019-11-16,0.36,1,0,0,0363 F71E 249F EC42 2F13
6283404,Cosy and Light Apartment Modern,32659450,Mieke,,Geuzenveld - Slotermeer,52.37695,4.83677,Entire home/apt,112,3,60,2022-03-21,0.72,2,16,5,036342317BF4C33BF998
6285243,Zoku Loft - Home/Office Hybrid - Hotel Stay,30890942,Zoku Amsterdam,,Centrum-Oost,52.36396,4.90648,Entire home/apt,225,1,46,2022-03-04,0.66,6,214,16,Exempt
6294513,"Houseboat, very comfortable, fantastic view",32522134,Stefan,,De Baarsjes - Oud-West,52.36128,4.85765,Entire home/apt,185,4,9,2019-08-13,0.13,1,0,0,0363 F428 83EE 9ECD 3D13
6297430,The Studio,13941331,Mark,,Centrum-West,52.38625,4.89104,Entire home/apt,109,3,303,2022-03-02,3.68,1,47,27,0363 35B0 CE03 F1D3 2860
6297991,Sunny Apt in Centre Amsterdam,2071432,Tamas,,De Baarsjes - Oud-West,52.36542,4.87309,Entire home/apt,97,2,16,2018-10-22,0.19,1,73,0,0363 F548 EA13 BC7C F61F
6323190,"House on the waterfront, Amsterdam",27138524,Jacobiene,,IJburg - Zeeburgereiland,52.36287,4.97491,Entire home/apt,132,5,13,2019-06-02,0.16,1,25,0,0363 0348 C28B 2CC9 69C5
6340144,Family house in Amsterdam,33016739,Jan Hein,,Oud-Noord,52.38709,4.94486,Entire home/apt,150,3,13,2021-08-09,0.19,1,4,1,0363B1623D42BC86588C
6356312,Great spacious house with rooftop,10390341,Marijn,,De Baarsjes - Oud-West,52.3682,4.86603,Entire home/apt,150,2,55,2021-11-07,0.66,1,0,3,0363 E1E9 09BD AA08 0686
6356866,Beautiful sunny app in Amsterdam,33116110,Jacqueline,,De Baarsjes - Oud-West,52.37145,4.84942,Entire home/apt,120,3,27,2019-09-16,0.33,1,66,0,0363 D416 F8DA 39E5 0A7A
6358749,Unique apartment in the hart of Amsterdam!,9182790,Daan,,Centrum-West,52.37238,4.8826,Entire home/apt,199,3,28,2022-03-07,0.38,1,22,5,0363 10DE 3AB2 307A 17AA
6359921,Amsterdam Centre Studio - Sarphati,33132277,Magnus,,Centrum-Oost,52.35987,4.90623,Private room,100,2,260,2021-11-28,3.31,1,247,21,0363 060A E1FD EC94 F725
6361722,Pleasant house with garden,33143316,Adriana,,Watergraafsmeer,52.34075,4.94755,Entire home/apt,75,3,6,2018-05-03,0.07,1,0,0,0363 7D90 4238 457D A383
6371658,Quiet clean apartment with balcony.,6625200,Pieter,,Bos en Lommer,52.38035,4.85353,Entire home/apt,225,3,39,2021-11-01,0.48,1,170,1,0363 9D8C 072C 9BDC 7160
6372597,"Centre Jordaan: wide canal views - quiet, terrace",5189333,Rudi,,Centrum-West,52.37372,4.87909,Entire home/apt,336,7,66,2021-11-14,0.79,1,0,2,0363 E6FE 2BC6 40F1 2D7B
6373767,Studio in the “Pijp” near hotspots,33214578,Paul,,De Pijp - Rivierenbuurt,52.35254,4.89458,Private room,83,2,250,2022-03-07,3.02,1,87,27,0363 16B9 EAB4 3060 20FF
6375033,Colorful Appartment next to ferry in Noord,22159410,Anja,,Oud-Noord,52.38563,4.91785,Private room,111,2,0,,,2,120,0,0363 A83C 75F6 6014 160A
6387811,Amazing Apartment Amsterdam RAI&Center (165m2),8851707,Nancy & Arthur,,Buitenveldert - Zuidas,52.33566,4.88999,Entire home/apt,228,3,40,2020-01-02,0.51,2,0,0,0363 EAFB 5B41 6035 78BD
6392669,Vrijstaand familiehuis in Amsterdam!,17417943,Marieke,,Noord-West,52.41833,4.90519,Entire home/apt,180,4,19,2021-08-10,0.23,1,0,3,0363 B1AC F7EE DAF6 FAF2
6394915,Light apartment next to Westerpark,31504205,Lisa,,Westerpark,52.38553,4.87906,Entire home/apt,103,21,17,2022-01-29,0.20,1,12,3,0363 5916 AC80 B13D EF85
6418164,Cosy sunny apartment Amsterdam,5070249,Nina,,Oostelijk Havengebied - Indische Buurt,52.37728,4.94564,Entire home/apt,85,3,24,2019-12-30,0.35,1,0,0,0363 0126 1408 ED23 9902
6429875,Spacious house for family / friends,8236804,Elien & Frans,,Noord-West,52.4087,4.90498,Entire home/apt,210,4,34,2022-02-27,0.45,1,29,1,0363 68B9 1CFB 45E9 993C
6430582,"Design luxurious loft, 3 bedr, 2 bathr, garden",2328927,Wieke,,De Baarsjes - Oud-West,52.37088,4.86814,Entire home/apt,545,3,35,2020-01-03,0.42,1,41,0,0363 B824 34C1 6138 DE5E
6439888,Friendly FAMILY house in Amsterdam (free parking),4381603,Eelke,,Noord-Oost,52.38823,4.95921,Entire home/apt,110,4,12,2019-08-04,0.21,1,0,0,0363 0CAC 71C1 114E 348C
6441316,Top Notch!A-location!Hotspot!Spacey CleanCourtyard,33630710,Marion,,De Pijp - Rivierenbuurt,52.356,4.88861,Private room,63,1,611,2022-03-02,7.41,1,29,4,0363D3C40A08835F1318
6442389,Luxorious family apartment in city center!,4909610,Titus,,De Pijp - Rivierenbuurt,52.34825,4.90924,Entire home/apt,250,21,21,2019-06-26,0.26,1,29,0,0363 746A FC85 4995 5C5A
6447564,Appartement with garden city center,33663003,Jurjen,,De Pijp - Rivierenbuurt,52.35025,4.89325,Entire home/apt,104,3,25,2021-10-23,0.31,1,6,3,0363 E436 2286 DD01 0614
6455099,Lovely light large houseboat for family/colleagues,13667948,Rosanne,,Zuid,52.33837,4.8464,Entire home/apt,400,2,23,2020-03-08,0.35,1,0,0,0363 FEFC 0B87 0542 5A7E
6463787,"Wooden Garden House, the Mulberry",9064164,Rachel,,Noord-Oost,52.4147,5.02643,Entire home/apt,85,3,122,2021-09-14,1.48,1,66,1,0363 C101 0DB7 47AA D444
6471162,Family apartment (max. 4) in centre of Amsterdam,33806044,Rob,,Centrum-Oost,52.360474,4.892034,Entire home/apt,160,4,37,2022-02-23,0.45,1,0,2,0363 4470 6F4E 8E4F D2A9
6474026,Luxurious spacious suite Jordaan,15260422,Job & Judith,,Centrum-West,52.37586,4.87896,Entire home/apt,130,2,379,2022-02-18,4.60,1,147,66,0363 8BCA 2753 E6BA 2C6E
6485103,Luxurious boutique apartment | City Centre,33890419,Hans,,Centrum-Oost,52.36186,4.89185,Private room,128,1,140,2022-03-04,1.73,1,160,1,0363 132A 4d66 345f c6a9
6487791,Great appartm. with garden!,21124767,Judith,,De Baarsjes - Oud-West,52.36939,4.85912,Private room,100,3,9,2017-05-02,0.11,1,0,0,0363BFE97560F84C2838
6512301,Comfortable apartment + roofterrace,34048596,Annemarie & Patrick,,Centrum-West,52.3819,4.88021,Entire home/apt,125,2,85,2022-03-28,1.03,1,3,8,0363 6A43 4BF1 82F8 32EA
6512505,"Colorful, bright and amazing home away from home",5884786,Melissa,,Oud-Oost,52.35918,4.92387,Entire home/apt,215,1,82,2021-11-14,1.00,1,268,7,0363 9DB6 B998 70E1 36D4
6512602,"modern, spacious appartment.",6583333,Bas,,De Baarsjes - Oud-West,52.36611,4.85958,Entire home/apt,148,2,41,2019-12-30,0.57,1,24,0,0363 19B3 66BF 775E 7237
6524982,Luxurious family home 210m2 with garden in West,7464110,Esther,,De Baarsjes - Oud-West,52.36923,4.86838,Entire home/apt,320,4,39,2021-08-11,0.48,1,0,1,0363 2AAE C329 BB18 4A5D
6531893,Bright room in central city park,9254550,Tawan,,Centrum-Oost,52.36877,4.93114,Private room,85,2,217,2019-11-11,2.65,1,262,0,0363 B7AC 3BCF 9EC3 8C82
6532120,Modern/cozy app. 15 minute walk to Jordaan,34157131,Marlijn,,Bos en Lommer,52.3754,4.86312,Entire home/apt,200,3,30,2022-03-06,0.36,1,0,3,0363 C879 0903 2405 9272
6533303,Renovated Light city centre apt with terrace,34167670,Marcel,,Centrum-Oost,52.36916,4.91157,Entire home/apt,210,2,52,2020-02-29,0.63,1,0,0,0363 BC80 221E BD04 CD76
6535641,Cosy room in trendiest neighbourhood of A'dam,29645081,Nina,,Oud-Noord,52.38651,4.91652,Private room,75,3,2,2018-01-03,0.04,1,0,0,0363 A1E7 303D 8EE8 870E
6539947,Luxury Penthouse - Rooftop terrace,30516685,Nynke,,Oud-Oost,52.35742,4.92743,Entire home/apt,165,1,35,2022-02-27,0.44,1,1,6,0363 495F F3D5 94B2 A5CC
6559031,Bright spacious bedroom with sunny balcony,8698376,Stefe,,Centrum-West,52.38423,4.88252,Private room,65,3,12,2018-08-05,0.17,1,0,0,0363 A8E0 6C41 6EE2 D433
6564052,With a garden and a brand new bathroom,18825148,Michiel,,Watergraafsmeer,52.35382,4.94032,Entire home/apt,175,5,4,2017-08-13,0.05,1,0,0,0363 B0B2 8C5E 158A 3D39
6564456,Sunny and cosy apartment in centre,14856684,Linus,,Centrum-Oost,52.36388,4.92078,Entire home/apt,199,2,57,2021-11-05,0.69,1,249,1,0363 EB83 3D26 0E16 9CDD
6564747,"Amsterdam Center, Jordaan with balcony + canals",34339797,Roma,,Centrum-West,52.38222,4.88383,Entire home/apt,48,3,4,2018-06-17,0.05,1,0,0,0363 7679 3B66 3A93 25AE
6571994,Jolly Horses,22481192,Annemieke,,Centrum-West,52.38113,4.89171,Private room,175,2,232,2021-10-11,3.79,1,270,2,0363 70C5 F3B3 3158 4081
6587565,"Blue House Amsterdam, free parking",26294656,Peter En Katja,,Noord-West,52.41811,4.90178,Private room,95,2,188,2021-11-14,2.31,1,114,7,03635E37FE3B335C6E66
6594177,Canal Apartment in Jordaan (Centre),34498455,Michelle,,Centrum-West,52.37595,4.87907,Entire home/apt,200,3,27,2021-09-29,0.33,1,6,1,0363 750A E757 457D 5266
6605182,Canal View Prinsengracht (private!)  - Suite 1,34561008,Willem,,Centrum-Oost,52.36324,4.89884,Private room,144,1,21,2022-02-06,0.26,1,121,14,0363 516A 877B E9FE 9748
6608540,"Airy, bright and spacious 3 BRM - 2x roof terrace!",10545313,Amos,,Oud-Oost,52.35779,4.92097,Entire home/apt,220,5,6,2018-08-26,0.07,1,0,0,0363 2DD0 3B75 CDB8 81D1
6611814,Your double birdsnest on wheels,3040748,Henk,,Noord-Oost,52.42204,4.9558,Private room,82,2,90,2021-10-31,1.10,13,329,5,0363 9741 7333 EC9B 4B1D
6619931,"Spacious sunny family apartment, roof terrace",6207685,Rosa,,De Baarsjes - Oud-West,52.36887,4.8663,Entire home/apt,280,3,8,2021-08-15,0.10,1,14,1,0363 E3A8 92E1 67FB 6F22
6620804,BEAUTIFUL HOUSE in a residential neighbourhood,28640244,Dick,,Watergraafsmeer,52.35744,4.93739,Entire home/apt,175,3,13,2019-08-10,0.16,1,0,0,0363 18A2 4E98 8D2E F0C0
6624170,"Warm, cozy sunlighted downtown appt",34670170,Jeroen,,Centrum-Oost,52.36842,4.92438,Entire home/apt,121,2,43,2020-02-16,0.52,1,0,0,0363 3CF3 3233 3B24 6BEC
6629852,Top location. Historical centre. Canal view!,8778234,Malou,,Centrum-Oost,52.36591,4.90712,Private room,120,3,41,2022-02-07,0.54,1,31,3,03635EE4641BDDE7DD4C
6633038,Charming Row House,540087,Michelle,,Centrum-West,52.37464,4.8782,Entire home/apt,275,3,30,2022-01-02,0.37,1,1,7,0363 A9A6 6DBB 566F 87BB
6654255,Cozy App. Close to Centre with Garden& Cute Cats!,15507949,Julie,,Westerpark,52.38577,4.87007,Shared room,60,1,3,2017-01-01,0.04,1,0,0,0363 5BA4 4C9E DFBC 7412
6657872,Luxurious 112m2 ground floor appt,34846770,Mirte,,Oud-Oost,52.35173,4.91328,Entire home/apt,110,2,22,2020-03-18,0.27,1,0,0,0363 5A17 AD29 3C8A 5D73
6665729,Nice quiet room for one person only,34349002,Erik,,Gaasperdam - Driemond,52.30023,4.99987,Private room,46,1,223,2022-03-02,2.74,1,200,11,0363 FB5D ED78 B82A 8DB5
6668354,Unique studio on cutter 'Rosita',11319500,Friedrich,,Centrum-West,52.3839,4.89202,Private room,95,3,362,2022-02-14,4.53,1,181,33,0363 5BA4 365D 5F5B E0AC
6675077,"Luxury apartment, Amsterdam, de pijp (center)",24927522,Sebastiaan,,De Pijp - Rivierenbuurt,52.35613,4.88863,Entire home/apt,228,1,62,2021-07-30,0.76,2,24,1,0363 A2F7 E69D C2BC F113
6718474,Luxurious apartment (Jordaan),2534561,Elvira,,Centrum-West,52.38411,4.8846,Entire home/apt,164,5,19,2021-11-04,0.23,1,0,1,0363 4850 0C5C C602 32CE
6724346,"Modern Loft apartment, space luxury, BBQ rooftop",35211934,Rick,,Zuid,52.34736,4.85646,Entire home/apt,210,4,14,2018-09-01,0.17,1,0,0,0363 D10F AEC7 57FB F6B2
6727439,Cosy house for 2 nearby Vondelpark,19053525,Sabine,,De Baarsjes - Oud-West,52.3606,4.85591,Entire home/apt,112,4,11,2019-12-28,0.14,1,0,0,0363 8873 489D 20EA D308
6732776,"Spacious house  family and business, non smoking",35262430,Nikki,,Zuid,52.34973,4.87652,Entire home/apt,300,2,47,2019-10-20,0.67,1,41,0,0363 F963 501D DD08 AB3D
6734900,Apartment City centre of Amsterdam,35271802,Pauline,,Centrum-Oost,52.36222,4.90081,Entire home/apt,140,1,94,2021-12-12,1.16,1,65,5,0363 BA0B A5FA 65C4 EBAA
6735459,Canal View Loft,13213532,Historical Canal House,,Centrum-West,52.36894,4.88657,Entire home/apt,185,7,90,2021-11-27,1.10,2,203,7,0363BDB7ABDAD19A8132
6745944,Cozy appartment in the center!,5064424,Ania,,Westerpark,52.38211,4.87291,Entire home/apt,150,3,62,2021-12-19,0.76,1,24,1,0363 D0D9 834B 1CDA 0C18
6759073,Ground floor canal house,35385981,Joachim,,De Baarsjes - Oud-West,52.35905,4.8571,Entire home/apt,225,1,5,2016-09-13,0.06,1,0,0,0363 8399 BBAF 3954 CC4A
6764251,Large Westerpark Family Home (2 Floors + Rooftop),35411832,Simon,,Westerpark,52.38345,4.87251,Entire home/apt,289,6,17,2020-08-23,0.23,1,23,0,0363 4B1D 8831 C895 C504
6778319,Quiet Home In The Heart Of The City,31275614,Sanja & Adrijan,,De Baarsjes - Oud-West,52.36495,4.87867,Entire home/apt,249,5,15,2019-08-21,0.18,1,0,0,0363 2FC3 91F7 E85C 8E0B
6780631,Quiet Baarsjes apartment near cat cafe,32698432,Helen,,De Baarsjes - Oud-West,52.37093,4.8563,Entire home/apt,166,2,31,2019-10-22,0.38,1,0,0,0363 6B01 73F1 6840 CAEA
6781848,Creative bright space with spacious Terrace 🌱,15252126,Anouk,,Bos en Lommer,52.38071,4.85738,Entire home/apt,90,7,50,2020-01-29,0.61,1,0,0,0363 2091 4CC1 4F31 CE6A
6786864,At The Canal Spacious And Beautiful,35481000,Hugo,,Centrum-Oost,52.3681,4.89934,Entire home/apt,164,4,32,2019-08-14,0.39,1,0,0,0363 2B65 1A6E 2D15 9A30
6801759,Private room in sunny houseboat!,1899873,Liz,,De Baarsjes - Oud-West,52.36846,4.87389,Private room,110,3,248,2021-12-05,3.23,1,74,11,0363 1A01 9A1C D4FA EB2E
6803270,Beautiful 2-storey apt. Vondelpark,35146234,Marlies,,De Baarsjes - Oud-West,52.36155,4.86736,Entire home/apt,340,3,117,2021-08-02,1.43,1,53,3,0363 A72C 5C45 4EA2 A4FF
6803889,Apt.(55m2)classic city souterrain inc breakfast,35617650,Vera,,Zuid,52.35053,4.85961,Entire home/apt,207,2,164,2021-12-19,2.01,1,66,13,0363 A65F E9D5 5A65 BEA2
6806602,New Family Home close to Center. Free parking!,29585407,Wouter,,Oud-Noord,52.39976,4.90331,Entire home/apt,250,5,7,2019-08-17,0.20,1,28,0,0363 3580 96BE 8875 1019
6816107,Trendy area in district Baarsjes.,10254359,Koen,,De Baarsjes - Oud-West,52.37298,4.85418,Entire home/apt,121,4,54,2021-08-15,0.67,1,150,2,0363 D98E 567B 5DEB F93D
6816936,Three floors spacious family-appartment in de Pijp,35688010,Jeroen & Olga,,De Pijp - Rivierenbuurt,52.35103,4.89218,Entire home/apt,279,4,16,2018-08-19,0.20,1,0,0,0363 CD33 C8AC 0AB0 59AD
6819536,Canal View bed-no-breakfast,35704934,Hans,,Centrum-Oost,52.37046,4.91136,Entire home/apt,147,5,148,2022-01-03,1.82,1,210,10,0363 332F 0630 CB60 4758
6819794,"Awesome home, convenient location.",35712611,Manus,,Oud-Oost,52.35556,4.91198,Entire home/apt,180,3,13,2021-12-21,0.16,1,285,1,0363 9680 DA59 E53A EF8E
6820290,Spacious and light private apt,34633165,Jeroen,,Centrum-Oost,52.36457,4.91142,Entire home/apt,156,10,51,2021-08-02,0.63,2,111,3,0363E803EA3C7628F10D
6825880,quiet city centre apartment,16564018,Rick,,Westerpark,52.38949,4.88658,Entire home/apt,129,2,50,2017-07-02,0.61,1,0,0,0363 876A 305D C7A4 E106
6826043,Nice charming house with garden,2908962,Mamereke,,Oud-Noord,52.39483,4.91477,Entire home/apt,210,4,53,2021-11-01,0.64,1,9,1,0363 5C45 423D CC0C B0DB
6827912,DESIGNER LOFT CITY CENTRE AMSTERDAM,61977,Marjolein,,De Baarsjes - Oud-West,52.36846,4.86632,Entire home/apt,629,1,19,2021-10-17,0.24,1,67,1,0363 6D2D 3809 2860 A725
6830226,"Close to the Amstel, pleasant house",35781271,Maaike,,Oud-Oost,52.35194,4.91335,Entire home/apt,89,5,32,2021-09-19,0.41,1,334,1,0363OEC67078FA805CF4
6830331,Groundfloor apartment with garden,35780464,Herman,,De Baarsjes - Oud-West,52.36095,4.85945,Entire home/apt,140,7,24,2019-10-12,0.29,1,0,0,0363 9447 8FF5 226F C76C
6831658,Canal view apartment,35789117,Michelle,,Westerpark,52.38971,4.88485,Entire home/apt,200,2,50,2019-11-21,0.62,1,215,0,0363 E85C A5B6 4E01 EDC6
6838383,Design Loft in the city center - work from home,12977654,Nicky,,Centrum-West,52.36786,4.87836,Entire home/apt,150,3,57,2022-02-17,0.71,1,0,11,0363 F267 4D83 8A3E A0D6
6845563,Beautiful one bedroom apartment!,8789817,Ewa,,Oud-Oost,52.36545,4.92532,Entire home/apt,110,5,34,2022-01-02,0.42,1,0,2,0363 255F 1F53 350C 38DD
6850043,HISTORISCH WOONSCHIP TJALK (1908),24350341,Harold,,Noord-Oost,52.3794,4.96613,Entire home/apt,119,3,34,2021-08-30,0.42,1,29,4,0363D3EAB9A21B6005E5
6858436,Great Ap. in Lively Green Hip West. close to centr,16360879,Jan,,De Baarsjes - Oud-West,52.37167,4.85471,Entire home/apt,120,2,5,2017-04-17,0.06,1,0,0,0363 723E 7003 09F3 DE56
6863052,Light apartment with large balcony near centre,10048959,Stephanie,,De Pijp - Rivierenbuurt,52.35736,4.90468,Entire home/apt,250,4,7,2021-09-25,0.09,1,0,3,0363 778F 626B 8326 A4C0
6867245,Modern and spacious houseboat,6206405,Friso,,De Baarsjes - Oud-West,52.37089,4.87258,Entire home/apt,240,4,64,2020-09-20,0.78,1,0,0,0363 BD50 B078 C48D 63A8
6890932,Cute apartment in the city center aka De Pijp,3315498,Yuri,,De Pijp - Rivierenbuurt,52.35587,4.89541,Entire home/apt,99,2,55,2021-10-18,0.67,1,0,3,0363 9BA9 C3BE 7794 7465
6895794,Lovely loft with roofterras near Albert Cuyp/RAI,7278134,Constanze,,De Pijp - Rivierenbuurt,52.35128,4.88991,Entire home/apt,279,2,109,2021-11-07,1.35,1,73,7,0363 DCA9 5557 D50E 278B
6920719,Beautiful room with balcony,36272714,Frank,,De Baarsjes - Oud-West,52.37115,4.86696,Private room,101,4,272,2020-08-19,3.34,1,299,0,0363 7C0A 5D7F 35B2 83F1
6934089,NEW: Cosy apartment with big garden,10783298,Maarten,,De Pijp - Rivierenbuurt,52.35032,4.88748,Entire home/apt,125,5,10,2019-10-13,0.12,1,0,0,0363 ABD2 8780 B0BB 60A2
6942100,Apartment in Old Pipe district,26577733,Lizzy,,De Pijp - Rivierenbuurt,52.3563,4.88911,Entire home/apt,132,3,37,2018-10-23,0.45,1,0,0,0363 8029 FE51 655C 0FC9
6963313,A SUNNY  ROOM  FOR 1 WITH A VIEW (OVER THE WATER),4781137,Joke  & Gerard,,Noord-West,52.404045,4.901576,Private room,70,2,55,2022-02-27,0.68,3,254,5,0363 6174 22E1 5DA6 BF4C
6966341,Spacious loft with terrace in Jordaan,9758712,René,,Centrum-West,52.37061,4.88088,Entire home/apt,500,3,14,2019-07-27,0.18,1,65,0,0363 A575 580C D187 6337
6982667,Beautiful Houseboat wth Lush Garden (4 bikes incl),36610500,Leon,,Oud-Noord,52.3986,4.92161,Entire home/apt,150,3,15,2021-08-05,0.18,1,0,3,0363 7315 437F 438E FECE
6982920,Great room in lux Ams apt-Perfect central location,3347747,Nick,,Centrum-Oost,52.36174,4.88709,Private room,111,2,11,2019-10-06,0.14,2,0,0,0363 F185 30B9 E11F 3216
6989796,Canal View apartment in City Centre,7613738,Neli,,Centrum-Oost,52.36115,4.896,Entire home/apt,155,7,134,2022-01-30,1.71,1,87,16,Exempt
