id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4648294,Cosy apartment in Amsterdam,24063989,Rienke,,Oud-Oost,52.35406,4.92053,Entire home/apt,68,5,11,2019-09-28,0.13,1,66,0,0363 E653 CB44 28B8 2E1C
4655656,"The one you'll love..clean,quiet,cosy& central",23886273,Marielle,,De Baarsjes - Oud-West,52.36715,4.87546,Private room,104,2,228,2022-02-27,2.58,2,54,21,0363 E2A3 E821 9246 EE55
4657496,Magnificent High End Apartment in Museumdistrict,9381245,Menno,,Zuid,52.35331,4.86986,Entire home/apt,199,2,70,2021-01-23,0.81,1,0,0,0363 3A21 D84C 9FB0 7DCA
4673904,"Beautiful, modern and light apartment!",19159655,Maaike,,De Baarsjes - Oud-West,52.37338,4.86333,Entire home/apt,89,2,82,2021-12-29,0.93,1,0,4,0363 FE13 1BE6 2BF2 7432
4697911,family home with garden,16626677,Kees,,Noord-Oost,52.39911,4.95546,Entire home/apt,90,4,29,2021-10-21,0.33,1,1,3,0363 46B2 99D0 D2F2 50E3
4707046,The Coolest Neighborhood in Town,971085,Rod,,Centrum-Oost,52.36986,4.92258,Entire home/apt,120,2,25,2016-12-27,0.28,1,0,0,0363 60E6 10F7 CD52 2159
4714161,"2 colourfull, seperate rooms in cosey area Pijp!",24358999,Olaf,,De Pijp - Rivierenbuurt,52.35226,4.89835,Private room,124,2,313,2021-11-30,3.58,1,222,14,0363 A28B 6D93 A337 DAAD
4721743,City Centre Room with Bathroom + Tub. Roof Terrace,2313061,Marcel,,Centrum-West,52.37597,4.8843,Private room,101,1,468,2022-02-18,6.59,2,97,65,0363 8C61 E9B9 5582 913E
4721855,Luxurious and cosy apartment,4450008,Dirk,,Westerpark,52.38825,4.87881,Entire home/apt,165,2,43,2022-03-13,0.49,1,0,5,0363 8C86 60EA 7023 C37B
4727758,Top of the City on super location with canal view!,24414973,Chiara & Family,,Centrum-West,52.36792,4.89041,Private room,175,2,219,2021-11-19,2.59,1,236,7,03639D48DD6287522E19
4743452,"SPACIOUS APP, TRENDY AREA DOWNTOWN",24483809,Elif,,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,332,3,10,2022-02-28,0.12,1,3,6,0363 6A10 5C5B D827 DD08
4743636,Room in a charming old grachtenhouse (32),24002310,Hans,,Centrum-Oost,52.364323,4.899321,Private room,67,2,199,2022-01-11,2.26,4,8,36,Exempt
4748130,Design apartment w/rooftop terrace!,3359487,Malu,,Centrum-Oost,52.36508,4.92442,Entire home/apt,155,1,19,2022-03-15,0.22,1,0,1,0363 35D1 1680 7800 D9A9
4756790,Lovely & Stylish near Vondelpark,3748993,Esther,,Zuid,52.351,4.85453,Entire home/apt,185,2,20,2019-10-14,0.24,1,0,0,0363 97CF 928B 49A6 74F9
4761760,Beautiful new sunny water-side apartment,24569854,"Maarten, Linde, Melle En Ilja",,Oostelijk Havengebied - Indische Buurt,52.37065,4.94039,Entire home/apt,175,4,9,2019-08-16,0.13,1,14,0,03639B5990B34125DDE0
4763419,Spacious & bright apt with garden,3913240,Reinout,,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,248,3,33,2022-01-30,0.39,1,62,2,0363 56F3 A8FD A94F 5A16
4764531,Comfortable in Amsterdam centre,24471465,David,,Centrum-Oost,52.36925,4.91119,Entire home/apt,158,4,12,2020-01-02,0.14,1,0,0,0363 BA35 2A68 B68D 44A0
4764819,1 person room in Amsterdam-Center,12232781,Danielle,,Centrum-Oost,52.36295,4.90481,Private room,43,1,354,2022-02-04,4.04,1,67,21,0363 4FEA D09C 7567 7AEC
4774677,Modern cozy apartment in Javastraat,5299087,Nick,,Oostelijk Havengebied - Indische Buurt,52.36283,4.93395,Entire home/apt,75,3,41,2021-11-29,0.47,1,0,3,0363 3CA6 3BB4 ACEF 08DF
4779111,Comfortable and quiet home with a view,24643319,David,,De Baarsjes - Oud-West,52.36121,4.85911,Entire home/apt,140,3,33,2021-12-02,0.40,1,167,6,0363 CCD5 07BD 5E2D E3A5
4806346,Family house Amsterdam at Children playground,17898488,Johan,,Bos en Lommer,52.37431,4.83939,Entire home/apt,268,4,27,2019-09-09,0.32,1,0,0,0363 F5A0 494F 14F4 E5EB
4815695,Short stay with amazing roof terrace,24800445,Museum Quarter,,De Pijp - Rivierenbuurt,52.3535,4.88715,Entire home/apt,155,10,84,2021-11-30,0.96,1,207,2,0363 CBB7 D606 FC54 1B6B
4831146,Spacious ground floor apartment with garden,6420712,Wieger & Tania,,De Pijp - Rivierenbuurt,52.34984,4.89251,Entire home/apt,375,2,5,2019-12-07,0.06,1,0,0,0363 568A A85A 8F5C C060
4847183,80m2 luminous full appartement :The Tropics,24940666,Leon,,Oud-Oost,52.36557,4.92681,Entire home/apt,100,2,80,2021-08-25,0.92,1,31,9,0363 492F 85FF EAF9 A653
4860508,Unique houseboat on best spot ever.,20850737,Joost,,Centrum-West,52.38116,4.88845,Entire home/apt,250,5,117,2019-10-28,1.33,1,0,0,0363 47D7 3500 AA1B 0361
4864025,Spacious apartment with amazing views,23958791,Paula,,Centrum-Oost,52.36825,4.93031,Entire home/apt,260,3,3,2020-01-03,0.10,1,7,0,0363 74F9 7252 8A45 D607
4864384,2-Person Balcony Room + Free Parking,18482089,Klaas,,De Aker - Nieuw Sloten,52.34838,4.78878,Private room,66,3,166,2021-12-06,1.94,4,329,9,0363 ECFE 7345 29A0 BAC4
4880879,"Two Amsterdam Rooms, Oost, 3pp in Casa Vrolik bnb",4905127,Toetsie,,Oud-Oost,52.35717,4.92196,Private room,182,1,24,2021-11-13,0.41,3,283,6,0363 A7D7 D999 34B1 1496
4884158,New: Your home in Amsterdam,25127376,Nathalie,,De Baarsjes - Oud-West,52.36993,4.86596,Private room,120,3,126,2021-12-13,1.44,1,287,9,0363 659E 8092 7C75 7251
4892972,"Stylish, super central apartment",20674116,Jutka,,Zuid,52.35568,4.88501,Private room,155,4,94,2021-07-18,1.08,1,334,3,0363 BDC1 E96B 48E9 81CB
4898741,Luxurious houseboat on Amstel River,3356377,Martijn,,Centrum-Oost,52.36326,4.90345,Entire home/apt,175,3,60,2021-09-05,0.69,1,0,5,0363 777F 640E DF36 AE16
4899798,Sunny Room with a Balcony 15min Tram from Center,25220162,Natalia,,Oostelijk Havengebied - Indische Buurt,52.36503,4.94412,Private room,76,3,75,2019-09-08,1.11,1,0,0,0363 4626 EDF1 F5D9 E6B9
4919405,Charming Bright 2BR in Central de Pijp,7716979,Julie,,De Pijp - Rivierenbuurt,52.35541,4.892,Entire home/apt,189,3,1,2015-01-03,0.01,1,0,0,0363C31198A9330C55FA
4934646,Apartment near center next to park,6670843,David,,Oud-Oost,52.36196,4.91747,Private room,92,4,87,2020-01-19,1.03,1,29,0,0363 5A87 73E3 B9A7 9B3F
4946084,City Center but Quiet - Very light with Water View,4103782,Dolores,,Centrum-Oost,52.36945,4.92002,Entire home/apt,156,4,6,2021-11-13,0.08,1,215,1,0363 E632 A553 C9B2 10CE
4949644,Whole 18th century house - Minimal 1 week,19556947,Irene,,Oud-Noord,52.39894,4.92041,Entire home/apt,250,3,25,2020-03-15,0.29,1,18,0,0363 317A B769 E6E9 EF67
4961851,Spacious and Cozy Apartment,25578633,Benjamin,,Noord-West,52.40469,4.90798,Entire home/apt,150,2,121,2020-02-03,1.41,2,313,0,0363 F114 EA0A AE68 747F
4964816,APARTMENT + GARDEN IN CITY CENTER,19827437,Anouk,,De Pijp - Rivierenbuurt,52.35503,4.90349,Entire home/apt,117,3,39,2020-07-26,0.46,1,0,0,0363 9FB5 591A 7B09 BEAA
4965912,UNIQUE spacious & luxurious Family house 190 sqm,3157162,Marlous/Joost,,Zuid,52.3523,4.84698,Entire home/apt,345,4,0,,,1,96,0,0363 A16F 0E6F 395D 7AEA
4969675,Family house  near city center in rural landscape,21077937,Hanneke,,Noord-Oost,52.38708,4.9555,Entire home/apt,175,3,15,2019-04-29,0.21,1,219,0,0363 5531 D028 9789 2756
4991085,BedandBike for 2: free use of bikes,459028,Stefania,,De Baarsjes - Oud-West,52.36529,4.85138,Private room,50,3,142,2022-03-01,1.76,1,302,9,0363 4A8D 5B2E 9A79 8F05
5012728,Spacious room - quiet neighbourhood,18482089,Klaas,,De Aker - Nieuw Sloten,52.34736,4.78846,Private room,35,3,147,2021-11-02,1.70,4,333,1,0363 ECFE 7345 29A0 BAC4
5027842,Light and spacious two storey apt,12426171,Maaike,,Westerpark,52.38442,4.8766,Entire home/apt,175,3,15,2019-08-19,0.19,1,0,0,0363 6778 3ACD 0110 8D10
5062713,Nice large appartment with a great roofterrace,26144331,Nelleke,,De Baarsjes - Oud-West,52.37165,4.84912,Entire home/apt,250,3,18,2019-06-10,0.21,1,0,0,0363 B0C3 ABA5 0DCA 77C1
5072326,"Lovely, clean, spacious appartment!",7664968,Evelien,,Oud-Oost,52.35997,4.91293,Entire home/apt,167,4,43,2020-02-16,0.50,1,0,0,0363 CDCA F0B0 4A02 9A80
5087895,Cozy 2 room apartment “The White Street”,26283403,Willem,,Westerpark,52.38364,4.87767,Entire home/apt,99,2,59,2021-12-12,1.18,1,0,4,0363 725F 2385 9395 6DB2
5088206,my lovely 100 sqm apartment,26285166,Jorrit,,De Baarsjes - Oud-West,52.36117,4.86627,Entire home/apt,259,2,55,2021-11-14,0.63,1,0,3,0363 4446 8D21 F83C 1F44
5109339,APARTMENT WITH CANAL VIEW!,26401097,Cees&Co,,Centrum-West,52.37422,4.88225,Entire home/apt,280,2,19,2020-01-01,0.24,1,77,0,0363 9879 285E E7F1 07CE
5114153,★★★★★ APARTMENT JORDAAN AMSTERDAM ★★★★★,15233629,Peter,,Centrum-West,52.37942,4.88423,Entire home/apt,160,1001,38,2021-11-28,0.67,1,7,6,036352C7FC042D8F49BB
5115463,Beautiful apartment in vibrant area of Amsterdam,3171327,Saskia,,De Pijp - Rivierenbuurt,52.35278,4.90115,Entire home/apt,129,2,42,2022-02-14,0.49,1,9,7,0363 B51A B736 DD2D 2745
5121629,Nice apartment near city centre,26470343,Zolzaya,,Westerpark,52.38438,4.87495,Entire home/apt,187,2,61,2021-11-01,0.71,1,73,1,0363813B2C8E0B864ACE
5128825,Great classic modern family home,21849097,Coen,,Bos en Lommer,52.37991,4.85708,Entire home/apt,169,3,25,2020-02-19,0.30,1,0,0,0363 9B45 6D4D EB04 517E
5132885,Luxurious Canal & Square View House,25832900,Peike,,Centrum-Oost,52.36181,4.89755,Private room,226,1,14,2021-08-19,0.19,2,86,2,0363 5A18 F622 27AF 5808
5133110,Keizer Canal View House in 9streets,25832900,Peike,,Centrum-West,52.3687,4.88595,Private room,259,1,10,2022-01-01,0.12,2,163,3,0363 4B56 83D3 A6EE 04AD
5137921,Beautiful apartment in city centre (120m2),15123003,Henriette,,Watergraafsmeer,52.35559,4.9337,Entire home/apt,185,6,9,2021-08-15,0.12,1,0,2,0363 7D32 BA08 29CD 531A
5142163,Centraal gelegen appartement uitkijkend op gracht,26371070,Marleen,,Westerpark,52.38952,4.88661,Entire home/apt,120,4,73,2021-09-20,0.85,1,158,2,0363 B8C4 35BC 03C3 F20F
5156433,ABC apartment,23928189,Bram,,Slotervaart,52.35033,4.83116,Entire home/apt,75,1,11,2018-02-12,0.14,2,99,0,0363 9222 F7EB 6C0E CA66
5177030,Prachtige ruime woonboot/ houseboat,6192245,Mireille,,Oostelijk Havengebied - Indische Buurt,52.3775,4.94526,Entire home/apt,320,2,13,2021-10-18,0.15,1,0,2,0363 96DA A215 BF45 F685
5184303,B&B Central Amsterdam,219080,Franklin,,Centrum-West,52.38402,4.88491,Private room,181,4,81,2022-02-06,1.03,1,319,15,0363 AA73 5D4D 7B17 9C6D
5190193,Spacious modern 2 bedroom apartment,23748264,Thuraya,,Oostelijk Havengebied - Indische Buurt,52.36314,4.94483,Private room,100,4,17,2017-10-17,0.20,2,356,0,0363 2511 BAB7 A742 2447
5202774,Bright top floor apartment,1869083,Nicky,,Centrum-West,52.37104,4.89473,Entire home/apt,125,14,45,2022-02-13,0.53,1,53,2,0363 17A3 FF00 3A28 9258
5260611,Eccentric East Side Pied à Terre,8526227,Morgane,,Oud-Oost,52.35695,4.91912,Entire home/apt,857,3,28,2020-08-18,0.32,1,0,0,0363 68FF 00CF F361 C145
5296423,Nadja & Aydin's Airbnb,12283567,Nadja & Aydın,,Slotervaart,52.36112,4.82521,Private room,40,2,222,2020-09-05,2.61,2,0,0,0363 53AC 2B18 9FFD 46AC
5312713,ROOM WITH GREAT VIEW OVER THE WATER,4781137,Joke  & Gerard,,Noord-West,52.404804,4.903021,Private room,95,2,81,2020-03-16,0.96,3,248,0,0363 6174 22E1 5DA6 BF4C
5315586,Stylish and well-connected apartment,27534987,Julian,,Bos en Lommer,52.37568,4.85829,Entire home/apt,172,2,59,2021-10-19,0.69,1,4,1,0363 4220 2018 7A21 C5E6
5349374,Lovely apartment,27725065,Koen & Regine,,Westerpark,52.3743,4.87542,Entire home/apt,95,4,31,2019-01-23,0.36,1,0,0,0363 AF2E 91D1 0F16 F285
5367709,Canal luxe studio,9287585,Raul,,Centrum-West,52.3783,4.8914,Private room,95,2,241,2022-03-01,2.84,1,247,20,0363 DF4D 60BC 5386 26DC
5390933,Heidi's Private Canal Suite | 2bd-1 ba | Location!,11929685,Heidi,,Centrum-Oost,52.37088,4.90351,Private room,307,3,36,2022-03-28,0.43,1,194,1,0363 8A40 563B 68A2 396B
5401988,Renovated apartment Upper East!,8697755,Pepijn,,Oud-Oost,52.35471,4.91468,Entire home/apt,151,25,40,2019-05-18,0.47,1,305,0,0363 E3F2 2627 DDE5 6484
5403528,Fijn huis in rustige buurt,6559278,Sandra,,Noord-West,52.42185,4.90293,Entire home/apt,130,4,17,2019-08-06,0.20,1,0,0,0363CA581D28DB246955
5427271,Newly Renovated Jordaan Nine Street,18162104,Peter & David,,Centrum-West,52.3703,4.87883,Entire home/apt,150,3,94,2022-02-18,1.10,1,66,8,0363 17A1 1629 0FD0 E2FC
5427607,"Complete house (garden) close to centre and ""Pijp""",28154037,Annette,,De Pijp - Rivierenbuurt,52.34638,4.89087,Entire home/apt,295,2,34,2021-11-14,0.42,1,16,3,0363 DD01 784F 0EBB D0E5
5428747,Beautiful house with roofterrace,27990245,Hester,,De Pijp - Rivierenbuurt,52.34666,4.88879,Entire home/apt,275,2,18,2020-03-08,0.21,1,0,0,0363 C5E5 3765 75A1 DF2B
5432591,Waterside apartment & free parking,12607303,"Monique, Fela, Flint",,Oostelijk Havengebied - Indische Buurt,52.37889,4.93095,Private room,59,2,210,2021-12-11,2.48,1,294,13,0363 1BC3 0C25 C2C4 8157
5444330,"Modern, Spacious Apartment with garden near RAI",24865141,Alexander & Suzanne,,De Pijp - Rivierenbuurt,52.3458,4.8909,Entire home/apt,175,4,3,2020-01-03,0.09,1,0,0,0363 3F7C EF5A AC56 FEC3
5450176,NEW Cosy apartment in Amsterdam,6176488,Nico,,De Pijp - Rivierenbuurt,52.34087,4.90034,Entire home/apt,100,4,95,2021-12-23,1.12,1,6,4,0363 0130 952D 7A4D D426
5453878,Home away from home - A'dam South,28286241,Femke,,Zuid,52.34451,4.86411,Entire home/apt,114,5,74,2021-11-23,0.87,1,0,2,0363 2B61 20CD A594 719D
5494065,Appartment with garden in centre,9916091,Alex,,Centrum-West,52.36976,4.88065,Entire home/apt,250,3,29,2019-09-23,0.37,1,0,0,0363 0EDC A271 1EDB 2A0D
5501544,A spacious house full of sunlight,27796396,Regine,,Watergraafsmeer,52.35341,4.92504,Entire home/apt,136,3,42,2021-09-07,0.50,1,31,4,03632813A70484DFD9ED
5503580,Familyhome,24816465,Francine,,Gaasperdam - Driemond,52.29122,4.97366,Entire home/apt,170,3,19,2021-10-23,0.33,1,5,1,0363 348C D706 0671 1FC5
5519881,Cosy & sunny with great canalview,28626100,Betty,,Westerpark,52.38055,4.87595,Entire home/apt,131,4,60,2022-03-13,0.71,1,5,6,0363 D654 36BA 8BC7 5FFD
5596462,Beautiful familyhouse on best spot,5785727,Roald,,IJburg - Zeeburgereiland,52.35289,4.99362,Entire home/apt,175,2,26,2016-08-15,0.32,1,0,0,0363 E1FB 6E17 497A 0397
5609836,houseboat near centre & westerpark,29082613,Wilfred,,Westerpark,52.38085,4.87372,Entire home/apt,175,3,66,2021-08-14,0.79,1,0,3,0363 CB6A F889 7EE1 6FEC
5617321,Gold Alley Apartment,29116854,Mimi,,Centrum-West,52.37377,4.88827,Private room,107,3,417,2022-03-01,4.97,1,11,50,0363 6622 F2AA F545 1845
5622623,Spacious 3-bedroom home in quiet Amsterdam area,29145151,Chiara,,IJburg - Zeeburgereiland,52.35123,5.00032,Entire home/apt,150,5,3,2016-08-13,0.04,1,0,0,03633EF2E084CE4F65E1
5625228,Modern apartment for couples.,1759884,Ivan,,Centrum-Oost,52.37084,4.91389,Entire home/apt,105,3,180,2022-02-20,2.22,3,226,17,Exempt
5629549,Spacious apartment (95 m2),20362105,Rosanne,,De Pijp - Rivierenbuurt,52.34159,4.90861,Entire home/apt,150,5,9,2018-10-11,0.11,1,0,0,0363 3D4A 15F7 44DF 2E16
5635872,Light and quite apartment,29209821,Josien,,Oud-Noord,52.38468,4.91291,Entire home/apt,150,7,14,2019-12-30,0.21,1,153,0,0363 82D2 0B9F 9CC0 F1F9
5647050,Big and sunny room Beethovenstraat/WTC/RAI/ZUID,21572827,Hetty,,Zuid,52.34703,4.87727,Private room,99,2,99,2020-01-02,1.17,4,306,0,0363 4705 BEE4 7BF9 5327
5655600,Complete house in Amsterdam,3384988,Sander,,De Baarsjes - Oud-West,52.3695,4.86229,Entire home/apt,190,5,11,2021-08-04,0.17,1,0,1,0363 25A8 9525 6FF5 0512
5663570,Canal view appartment,29360280,Menno,,Centrum-West,52.37628,4.87766,Entire home/apt,203,3,39,2021-08-29,0.47,1,250,3,0363 0ACC F3AD CB00 8DAA
5663785,Luxurious Family Home (10 min to city center),1179621,Natali,,De Baarsjes - Oud-West,52.36924,4.86025,Entire home/apt,475,3,48,2021-08-18,0.58,1,39,2,0363C97D9CB87895009E
5666746,"Well designed, designed by architecture, house!",29377730,Tamira,,IJburg - Zeeburgereiland,52.34965,5.00809,Entire home/apt,499,3,11,2019-08-05,0.13,1,249,0,0363 B7E7 AF62 4881 BCB1
5671597,Spacious city centre apt w garden!,7249564,Martina,,Centrum-Oost,52.36793,4.90726,Entire home/apt,299,2,54,2022-01-02,0.64,1,102,3,0363 8F59 0AA5 B64F AB7C
5674097,Stylish design apartment,4903063,Lennart,,Centrum-West,52.37414,4.88209,Entire home/apt,450,3,36,2021-10-31,0.50,1,168,3,0363 0B65 C11E 0976 F1C3
5687572,Spacious 2 br appart + roof terrace,2532286,Ellen,,De Baarsjes - Oud-West,52.37314,4.85994,Entire home/apt,115,4,13,2018-08-12,0.16,1,0,0,0363 A1D5 C6F2 F0D3 0920
5707655,Lovely Room with Garden,29591818,Frans,,Noord-Oost,52.40405,4.94165,Private room,79,2,196,2022-01-31,2.33,2,33,15,0363 8401 9A8D 68B1 87B2
5719013,Private canal studio - ideal location,29651612,Bart,,Centrum-West,52.36972,4.89351,Private room,99,2,80,2022-02-13,0.95,1,6,4,0363 F650 A3D9 E829 66D6
5722319,The Little House in the garden,29647728,Nancy,,Oud-Noord,52.38405,4.90738,Private room,160,2,354,2022-03-06,4.20,1,40,35,0363 1AA3 406A 6656 3FC3
5722615,Beautiful apartment for 2- 5 near the  city center,16274382,Gina,,Oud-Oost,52.35852,4.90919,Entire home/apt,120,2,5,2016-06-06,0.06,4,69,0,0363CC256BEFCFE82A0F
5739999,Cosy and clean apartment,29771312,Otto,,Zuid,52.34961,4.85097,Entire home/apt,130,2,87,2021-09-05,1.03,1,67,9,03637F2211B8EC36D054
5741450,Art Studio Prinsengracht,360802000,Zhifei,,Centrum-West,52.37807,4.88392,Private room,125,3,139,2022-01-28,1.65,1,45,8,0363 4743 7241 E58C 4FF5
5741919,"Villa (300 m2), 3 free parking",29780607,Mark,,IJburg - Zeeburgereiland,52.35634,4.99094,Entire home/apt,300,3,9,2016-08-26,0.11,1,0,0,0363 C0E5 54CD BCF8 08BA
5744181,Modern spacious family house with roof terrace,29611976,Bas,,IJburg - Zeeburgereiland,52.35663,4.98739,Entire home/apt,185,4,9,2020-07-31,0.11,1,0,0,0363 E4F4 C30A 948F 979A
5748017,Bright apartment with rooftop terrace,12102789,Marion,,De Pijp - Rivierenbuurt,52.34255,4.90114,Entire home/apt,120,3,2,2019-04-06,0.05,1,0,0,0363 55BB 79C8 0D86 57DB
5752944,Houseboat (BnB),18675105,Anneke,,Centrum-Oost,52.3698,4.91396,Private room,185,1,29,2019-05-22,0.34,1,0,0,0363 F90A 60F8 ADFF 225E
5781996,Sleeping in the heart of Amsterdam,4865219,Francesca,,Centrum-West,52.38069,4.88447,Entire home/apt,130,5,73,2021-10-24,0.87,1,43,6,0363 C02E 6AF6 9682 9C17
5799439,Luxurious spacious room with great view,10726948,Sarah,,De Pijp - Rivierenbuurt,52.34818,4.90968,Private room,95,1,62,2019-11-02,0.78,1,360,0,0363 6B79 C8F1 1082 5529
5809024,Luxury room with private bathroom,28640347,Marc & Ellen,,IJburg - Zeeburgereiland,52.35393,4.99436,Private room,79,2,197,2022-02-20,2.34,2,262,9,0363366AA093E71B6517
5819801,Laid back and comfy in the heart of the city,30203349,Heleen,,De Pijp - Rivierenbuurt,52.35544,4.90446,Entire home/apt,185,4,55,2022-03-03,0.65,1,10,1,0363E26F828B2EE49319
5822367,Cozy apartment at the Dappermarket,10844569,Rens,,Oud-Oost,52.36015,4.92919,Entire home/apt,70,14,19,2022-02-27,0.23,1,66,1,0363 FA4B 1914 D41A 0BB8
5830457,17e Century Canal house in the Jordaan,30263650,Pia & Jozef,,Centrum-West,52.37386,4.88225,Private room,200,2,147,2020-03-15,1.73,1,0,0,0363 A6A3 50B4 63ED 3ED9
5832006,Cozy 3 BRM -Close to Park and Museums,9943984,Karen,,Zuid,52.35471,4.86983,Entire home/apt,307,5,40,2021-08-06,0.47,1,26,2,0363 BA40 5447 A6C3 820F
5836359,nice light studio appt a'dam centr,12379807,Bas,,Centrum-Oost,52.37164,4.92134,Entire home/apt,133,1,86,2019-09-01,1.02,1,46,0,0363 F457 4791 27C1 52FC
5836389,Floating house,410152,Derk,,IJburg - Zeeburgereiland,52.36317,4.98578,Entire home/apt,275,4,26,2021-10-23,0.31,1,26,3,0363 031C 3DFD 35F8 78BE
5836403,Comfortable 2P apt. in west | Next to Foodhallen,22411730,Andrea,,De Baarsjes - Oud-West,52.36715,4.87044,Entire home/apt,136,2,9,2017-09-24,0.11,1,0,0,0363 7071 7B91 A4B6 DE5E
5848732,Rent Amsterdam City Apartment Flat in Center Pijp,30366791,Dilyana,,De Pijp - Rivierenbuurt,52.35711,4.89919,Entire home/apt,84,1,27,2019-12-29,0.32,1,0,0,0363 DD7D 3C0B E2D4 2C4E
5865168,"Beagle Houseboat; central, spacious and light",3204480,Aart,,Centrum-Oost,52.37489,4.90546,Private room,167,3,107,2021-11-22,1.56,1,15,12,0363 D427 4A42 6098 03F0
5865654,Sunny 2 room apartment in Amsterdam,30457837,David,,Oud-Noord,52.38327,4.91446,Entire home/apt,100,3,30,2020-01-02,0.36,1,0,0,0363 ED09 EAEB 30DB 8126
5877192,120m2 - Luxury house City Center,16894912,Elif,,Westerpark,52.39049,4.8829,Entire home/apt,170,2,45,2021-09-19,0.54,1,66,4,0363 BCAC FA8D BA00 4670
5881435,Canal View,7844122,Dick,,Centrum-West,52.37496,4.87835,Entire home/apt,564,3,26,2021-12-18,0.31,1,224,3,0363 1EB4 C487 9F9E DA46
5882457,Cosy place for 2 near Dappermarket,30546845,Pieter,,Oud-Oost,52.3632,4.92567,Entire home/apt,115,3,106,2022-01-03,1.26,1,0,11,0363 591B 926F B790 C4B9
5884996,Great Canal View apt. in De Pijp & Museum Area,4822645,Kerem & Basak,,Zuid,52.35287,4.88533,Entire home/apt,109,2,13,2021-08-01,0.37,1,0,4,0363 EFB5 B27D C342 B2AE
5887152,"Private Studio, 20 min from the center!",21883308,Nabila,,De Aker - Nieuw Sloten,52.34559,4.79503,Private room,85,2,280,2021-12-11,3.35,1,311,8,0363 C340 6F5E BC19 0D6F
5897261,Your double apartment on wheels,3040748,Henk,,Noord-Oost,52.42204,4.9558,Private room,82,2,149,2021-11-01,1.78,13,201,9,0363 9741 7333 EC9B 4B1D
5899241,"Feel@home, 3 bdr and sunny garden",19732607,Nienke & Jacco,,Oud-Oost,52.35656,4.91836,Entire home/apt,220,2,31,2021-08-12,0.37,1,93,1,0363 0D97 A340 B6E8 CEA9
5902525,Ground floor appartment Vondelpark,3352757,Thomas,,De Baarsjes - Oud-West,52.35876,4.85966,Entire home/apt,175,3,40,2020-02-23,0.48,1,4,0,0363 2ED3 52C5 BC81 8F00
5910222,Apartment overlooking Amstel river,2205020,Sophie,,De Pijp - Rivierenbuurt,52.35432,4.90506,Entire home/apt,305,2,1,2015-07-27,0.01,1,0,0,0363 AAC0 733B 93E7 F037
5922703,Nice room in vibrant Indische buurt,12578732,Tamara,,Oud-Oost,52.35882,4.9341,Private room,71,2,84,2020-01-02,0.99,2,0,0,0363 6AF9 3377 AF9F 41C6
5950023,MODERN 4BR FAMILY APT @ MUSEUM AREA | SMALL GARDEN,7525954,Caroline,,De Baarsjes - Oud-West,52.36319,4.87663,Entire home/apt,260,3,22,2021-10-24,0.26,1,0,2,03633DB8563B3C860F2A
5950879,4p. modern apartment - rooftop terrace,5769652,Robin,,De Baarsjes - Oud-West,52.36827,4.85025,Entire home/apt,285,2,61,2021-11-28,0.73,1,15,6,0363 76BB 11A0 7FBF D35E
5962744,Room with private bathroom & access,30946768,Tessa & Romain,,Centrum-Oost,52.35989,4.89584,Private room,85,3,303,2022-03-22,3.58,1,0,31,0363 0C43 537B 75E5 5B16
5981716,Lovely apt in heart of Amsterdam,24412709,Maaike,,De Baarsjes - Oud-West,52.36794,4.87251,Entire home/apt,104,4,20,2019-07-08,0.24,1,0,0,0363 776B 1E63 4F02 04BB
5982570,Quiet 4p-appt in green area at park in center,19029497,Resalieke,,Centrum-Oost,52.36788,4.91004,Entire home/apt,167,2,392,2022-03-06,4.69,1,208,27,Exempt
5991024,Small bright room Beethovenstraat/WTC/RAI/VAN GOGH,21572827,Hetty,,Zuid,52.34577,4.87658,Private room,71,2,144,2021-12-02,1.73,4,299,1,0363 4705 BEE4 7BF9 5327
5999569,Stylish apartment nearby Vondelpark and Museum Sq,31146232,Ad,,Zuid,52.35123,4.86009,Entire home/apt,139,3,51,2021-11-21,0.63,1,0,1,0363 02D8 3EC6 510E 8643
6003944,Seas of Light/Vondelpark penthouse,31168044,Eric,,De Baarsjes - Oud-West,52.36335,4.86341,Entire home/apt,115,3,27,2021-08-09,0.32,1,1,1,0363 CAF1 B002 4E96 B66F
6010587,Best spot in  Amsterdam-Jordaan,31202094,Jasper,,Centrum-West,52.37613,4.88322,Private room,121,2,233,2022-03-06,2.78,1,258,50,0363ED8FB8F99C7550D2
6011262,**Lovely & sunny on top location**,31194610,An,,Zuid,52.35458,4.88642,Entire home/apt,250,4,23,2019-04-22,0.27,1,359,0,0363 ACA2 35BC 1CF5 4DAC
6012665,Lovely renovated apartment with airco,23928874,Lieke,,De Pijp - Rivierenbuurt,52.34821,4.90406,Entire home/apt,112,2,214,2021-12-07,2.57,1,102,22,0363 39EE 26F1 033C 5E19
6026663,Spacious family house center,31280006,Linda,,Centrum-West,52.36852,4.87796,Entire home/apt,250,2,57,2021-10-19,0.70,1,198,3,0363 0EED BBDD CAA5 6433
